"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6661","128 - https://kuwait.shopdutyfree.com/en/","chromium","Fri Mar 14 18:21:22 IST 2025","passed","Fri Mar 14 18:21:29 IST 2025","","LoadURL.spec.ts","",""
"","5116","275 - https://aruba.shopdutyfree.com/en/","chromium","Fri Mar 14 18:24:24 IST 2025","passed","Fri Mar 14 18:24:29 IST 2025","","LoadURL.spec.ts","",""
"","5932","529 - https://toulouse.shopdutyfree.com/en/","chromium","Fri Mar 14 18:28:42 IST 2025","passed","Fri Mar 14 18:28:48 IST 2025","","LoadURL.spec.ts","",""
"","6108","500 - https://florianopolis.shopdutyfree.com/en/","chromium","Fri Mar 14 18:28:15 IST 2025","passed","Fri Mar 14 18:28:21 IST 2025","","LoadURL.spec.ts","",""
"","6835","600 - https://athens.shopdutyfree.com/el/","chromium","Fri Mar 14 18:29:56 IST 2025","passed","Fri Mar 14 18:30:02 IST 2025","","LoadURL.spec.ts","",""
"","5793","526 - https://guarulhos.shopdutyfree.com/en/","chromium","Fri Mar 14 18:28:39 IST 2025","passed","Fri Mar 14 18:28:45 IST 2025","","LoadURL.spec.ts","",""
"","6598","499 - https://florianopolis.shopdutyfree.com/pt/","chromium","Fri Mar 14 18:28:15 IST 2025","passed","Fri Mar 14 18:28:21 IST 2025","","LoadURL.spec.ts","",""
"","5904","438 - https://stpancras.worlddutyfree.com/en/","chromium","Fri Mar 14 18:27:15 IST 2025","passed","Fri Mar 14 18:27:21 IST 2025","","LoadURL.spec.ts","",""
"","6116","490 - https://brasilia.shopdutyfree.com/en/","chromium","Fri Mar 14 18:28:06 IST 2025","passed","Fri Mar 14 18:28:12 IST 2025","","LoadURL.spec.ts","",""
"","5137","226 - https://mendoza.shopdutyfree.com/en/","chromium","Fri Mar 14 18:23:06 IST 2025","passed","Fri Mar 14 18:23:11 IST 2025","","LoadURL.spec.ts","",""
"","5991","213 - https://montevideo.shopdutyfree.com/en/","chromium","Fri Mar 14 18:22:53 IST 2025","passed","Fri Mar 14 18:22:59 IST 2025","","LoadURL.spec.ts","",""
"","5408","186 - https://monterrey.shopdutyfree.com/es/","chromium","Fri Mar 14 18:22:29 IST 2025","passed","Fri Mar 14 18:22:34 IST 2025","","LoadURL.spec.ts","",""
"","5177","427 - https://london-stansted.worlddutyfree.com/en/","chromium","Fri Mar 14 18:27:05 IST 2025","passed","Fri Mar 14 18:27:10 IST 2025","","LoadURL.spec.ts","",""
"","6978","159 - https://krasnodar.shopdutyfree.com/en/","chromium","Fri Mar 14 18:21:57 IST 2025","passed","Fri Mar 14 18:22:04 IST 2025","","LoadURL.spec.ts","",""
"","6019","168 - https://dusseldorf.shopdutyfree.com/en/","chromium","Fri Mar 14 18:22:11 IST 2025","passed","Fri Mar 14 18:22:17 IST 2025","","LoadURL.spec.ts","",""
"","5152","13 - https://madrid.shopdutyfree.com/en/","chromium","Fri Mar 14 18:19:34 IST 2025","passed","Fri Mar 14 18:19:39 IST 2025","","LoadURL.spec.ts","",""
"","5653","124 - https://srilanka.shopdutyfree.com/en/","chromium","Fri Mar 14 18:21:18 IST 2025","passed","Fri Mar 14 18:21:24 IST 2025","","LoadURL.spec.ts","",""
"","5259","533 - https://toulouse.shopdutyfree.com/en/","chromium","Fri Mar 14 18:28:48 IST 2025","passed","Fri Mar 14 18:28:53 IST 2025","","LoadURL.spec.ts","",""
"","5297","45 - https://tenerife.shopdutyfree.com/en/","chromium","Fri Mar 14 18:20:04 IST 2025","passed","Fri Mar 14 18:20:09 IST 2025","","LoadURL.spec.ts","",""
"","6752","311 - https://newark.shopdutyfree.com/en/","chromium","Fri Mar 14 18:25:05 IST 2025","passed","Fri Mar 14 18:25:12 IST 2025","","LoadURL.spec.ts","",""
"","6707","486 - https://rio.shopdutyfree.com/en/","chromium","Fri Mar 14 18:28:01 IST 2025","passed","Fri Mar 14 18:28:08 IST 2025","","LoadURL.spec.ts","",""
"","6297","344 - https://vancouver.shopdutyfree.com/en/","chromium","Fri Mar 14 18:25:42 IST 2025","passed","Fri Mar 14 18:25:49 IST 2025","","LoadURL.spec.ts","",""
"","4768","90 - https://stockholm.shopdutyfree.com/en/","chromium","Fri Mar 14 18:20:49 IST 2025","passed","Fri Mar 14 18:20:53 IST 2025","","LoadURL.spec.ts","",""
"","6445","535 - https://casablanca.shopdutyfree.com/fr/","chromium","Fri Mar 14 18:28:49 IST 2025","passed","Fri Mar 14 18:28:55 IST 2025","","LoadURL.spec.ts","",""
"","7834","163 - https://dusseldorf.shopdutyfree.com/en/","chromium","Fri Mar 14 18:22:03 IST 2025","passed","Fri Mar 14 18:22:11 IST 2025","","LoadURL.spec.ts","",""
"","6788","348 - https://toronto.shopdutyfree.com/en/","chromium","Fri Mar 14 18:25:46 IST 2025","passed","Fri Mar 14 18:25:52 IST 2025","","LoadURL.spec.ts","",""
"","6805","138 - https://burgas.shopdutyfree.com/en/","chromium","Fri Mar 14 18:21:33 IST 2025","passed","Fri Mar 14 18:21:40 IST 2025","","LoadURL.spec.ts","",""
"","5841","23 - https://lacoruna.shopdutyfree.com/en/","chromium","Fri Mar 14 18:19:41 IST 2025","passed","Fri Mar 14 18:19:47 IST 2025","","LoadURL.spec.ts","",""
"","5208","286 - https://bogota.shopdutyfree.com/en/","chromium","Fri Mar 14 18:24:34 IST 2025","passed","Fri Mar 14 18:24:39 IST 2025","","LoadURL.spec.ts","",""
"","5676","175 - https://loscabos.shopdutyfree.com/en/","chromium","Fri Mar 14 18:22:17 IST 2025","passed","Fri Mar 14 18:22:23 IST 2025","","LoadURL.spec.ts","",""
"","4731","232 - https://brc.mag2-uat.dufry.cloud/en/","chromium","Fri Mar 14 18:23:11 IST 2025","failed","Fri Mar 14 18:23:16 IST 2025","","LoadURL.spec.ts","",""
"","6376","333 - https://tampa.shopdutyfree.com/en/","chromium","Fri Mar 14 18:25:32 IST 2025","passed","Fri Mar 14 18:25:38 IST 2025","","LoadURL.spec.ts","",""
"","6443","495 - https://recife.shopdutyfree.com/pt/","chromium","Fri Mar 14 18:28:10 IST 2025","passed","Fri Mar 14 18:28:17 IST 2025","","LoadURL.spec.ts","",""
"","6020","132 - https://amman.shopdutyfree.com/en/","chromium","Fri Mar 14 18:21:27 IST 2025","passed","Fri Mar 14 18:21:33 IST 2025","","LoadURL.spec.ts","",""
"","4620","445 - https://liverpool-port.worlddutyfree.com/en/","chromium","Fri Mar 14 18:27:21 IST 2025","passed","Fri Mar 14 18:27:26 IST 2025","","LoadURL.spec.ts","",""
"","6682","611 - https://bergamo.shopdutyfree.com/en/","chromium","Fri Mar 14 18:30:04 IST 2025","passed","Fri Mar 14 18:30:11 IST 2025","","LoadURL.spec.ts","",""
"","5428","218 - https://buenosaires.shopdutyfree.com/en/","chromium","Fri Mar 14 18:22:57 IST 2025","passed","Fri Mar 14 18:23:03 IST 2025","","LoadURL.spec.ts","",""
"","5886","109 - https://zurich.shopdutyfree.com/de/","chromium","Fri Mar 14 18:21:06 IST 2025","passed","Fri Mar 14 18:21:12 IST 2025","","LoadURL.spec.ts","",""
"","5884","326 - https://seattle.shopdutyfree.com/en/","chromium","Fri Mar 14 18:25:26 IST 2025","passed","Fri Mar 14 18:25:32 IST 2025","","LoadURL.spec.ts","",""
"","5292","224 - https://mendoza.shopdutyfree.com/en/","chromium","Fri Mar 14 18:23:03 IST 2025","passed","Fri Mar 14 18:23:08 IST 2025","","LoadURL.spec.ts","",""
"","5585","144 - https://zvartnots.shopdutyfree.com/ru/","chromium","Fri Mar 14 18:21:40 IST 2025","passed","Fri Mar 14 18:21:45 IST 2025","","LoadURL.spec.ts","",""
"","8637","313 - https://houstonhobby.shopdutyfree.com/en/","chromium","Fri Mar 14 18:25:11 IST 2025","passed","Fri Mar 14 18:25:20 IST 2025","","LoadURL.spec.ts","",""
"","4770","7 - https://barcelona.shopdutyfree.com/en/","chromium","Fri Mar 14 18:19:29 IST 2025","passed","Fri Mar 14 18:19:34 IST 2025","","LoadURL.spec.ts","",""
"","5025","207 - https://monterrey.shopdutyfree.com/en/","chromium","Fri Mar 14 18:22:48 IST 2025","passed","Fri Mar 14 18:22:53 IST 2025","","LoadURL.spec.ts","",""
"","5052","112 - https://zurich.shopdutyfree.com/en/","chromium","Fri Mar 14 18:21:07 IST 2025","passed","Fri Mar 14 18:21:12 IST 2025","","LoadURL.spec.ts","",""
"","4988","380 - https://aberdeen.worlddutyfree.com/en/","chromium","Fri Mar 14 18:26:19 IST 2025","passed","Fri Mar 14 18:26:24 IST 2025","","LoadURL.spec.ts","",""
"","5739","43 - https://valencia.shopdutyfree.com/en/","chromium","Fri Mar 14 18:20:03 IST 2025","passed","Fri Mar 14 18:20:08 IST 2025","","LoadURL.spec.ts","",""
"","5827","59 - https://alicante.shopdutyfree.com/en/","chromium","Fri Mar 14 18:20:16 IST 2025","passed","Fri Mar 14 18:20:22 IST 2025","","LoadURL.spec.ts","",""
"","6262","457 - https://dover-port.worlddutyfree.com/en/","chromium","Fri Mar 14 18:27:31 IST 2025","passed","Fri Mar 14 18:27:37 IST 2025","","LoadURL.spec.ts","",""
"","7322","605 - https://milan.shopdutyfree.com/en/","chromium","Fri Mar 14 18:29:57 IST 2025","passed","Fri Mar 14 18:30:04 IST 2025","","LoadURL.spec.ts","",""
"","5835","83 - https://goteborg.shopdutyfree.com/sv/","chromium","Fri Mar 14 18:20:38 IST 2025","passed","Fri Mar 14 18:20:44 IST 2025","","LoadURL.spec.ts","",""
"","7121","135 - https://varna.shopdutyfree.com/en/","chromium","Fri Mar 14 18:21:29 IST 2025","passed","Fri Mar 14 18:21:36 IST 2025","","LoadURL.spec.ts","",""
"","6137","360 - https://chicago.shopdutyfree.com/en/","chromium","Fri Mar 14 18:25:59 IST 2025","passed","Fri Mar 14 18:26:05 IST 2025","","LoadURL.spec.ts","",""
"","5117","506 - https://campinas.shopdutyfree.com/en/","chromium","Fri Mar 14 18:28:21 IST 2025","passed","Fri Mar 14 18:28:27 IST 2025","","LoadURL.spec.ts","",""
"","5303","444 - https://liverpool-port.worlddutyfree.com/en/","chromium","Fri Mar 14 18:27:21 IST 2025","passed","Fri Mar 14 18:27:26 IST 2025","","LoadURL.spec.ts","",""
"","5936","242 - https://lima.shopdutyfree.com/es/","chromium","Fri Mar 14 18:23:24 IST 2025","failed","Fri Mar 14 18:23:30 IST 2025","","LoadURL.spec.ts","",""
"","5192","509 - https://fortaleza.shopdutyfree.com/pt/","chromium","Fri Mar 14 18:28:24 IST 2025","passed","Fri Mar 14 18:28:30 IST 2025","","LoadURL.spec.ts","",""
"","4895","318 - https://lasvegas.shopdutyfree.com/en/","chromium","Fri Mar 14 18:25:17 IST 2025","passed","Fri Mar 14 18:25:22 IST 2025","","LoadURL.spec.ts","",""
"","5840","126 - https://busan.shopdutyfree.com/en/","chromium","Fri Mar 14 18:21:20 IST 2025","passed","Fri Mar 14 18:21:26 IST 2025","","LoadURL.spec.ts","",""
"","4503","522 - https://brasil.shopdutyfree.com/en/","chromium","Fri Mar 14 18:28:36 IST 2025","passed","Fri Mar 14 18:28:40 IST 2025","","LoadURL.spec.ts","",""
"","5919","579 - https://kos.shopdutyfree.com/en/","chromium","Fri Mar 14 18:29:31 IST 2025","passed","Fri Mar 14 18:29:37 IST 2025","","LoadURL.spec.ts","",""
"","5077","295 - https://santodomingo.shopdutyfree.com/en/","chromium","Fri Mar 14 18:24:43 IST 2025","passed","Fri Mar 14 18:24:49 IST 2025","","LoadURL.spec.ts","",""
"","5923","35 - https://laspalmas.shopdutyfree.com/en/","chromium","Fri Mar 14 18:19:53 IST 2025","passed","Fri Mar 14 18:19:59 IST 2025","","LoadURL.spec.ts","",""
"","6231","139 - https://zvartnots.shopdutyfree.com/en/","chromium","Fri Mar 14 18:21:36 IST 2025","passed","Fri Mar 14 18:21:42 IST 2025","","LoadURL.spec.ts","",""
"","5087","447 - https://liverpool-port.worlddutyfree.com/en/","chromium","Fri Mar 14 18:27:22 IST 2025","passed","Fri Mar 14 18:27:27 IST 2025","","LoadURL.spec.ts","",""
"","4574","76 - https://madrid.shopdutyfree.com/es/","chromium","Fri Mar 14 18:20:32 IST 2025","passed","Fri Mar 14 18:20:37 IST 2025","","LoadURL.spec.ts","",""
"","5937","601 - https://athens.shopdutyfree.com/en/","chromium","Fri Mar 14 18:29:56 IST 2025","passed","Fri Mar 14 18:30:02 IST 2025","","LoadURL.spec.ts","",""
"","5173","72 - https://sales.redbydufry.com/es/","chromium","Fri Mar 14 18:20:28 IST 2025","passed","Fri Mar 14 18:20:33 IST 2025","","LoadURL.spec.ts","",""
"","5273","53 - https://tenerifesur.shopdutyfree.com/en/","chromium","Fri Mar 14 18:20:11 IST 2025","passed","Fri Mar 14 18:20:16 IST 2025","","LoadURL.spec.ts","",""
"","4697","433 - https://newcastle.worlddutyfree.com/en/","chromium","Fri Mar 14 18:27:10 IST 2025","passed","Fri Mar 14 18:27:15 IST 2025","","LoadURL.spec.ts","",""
"","5897","82 - https://malmo.shopdutyfree.com/en/","chromium","Fri Mar 14 18:20:38 IST 2025","passed","Fri Mar 14 18:20:44 IST 2025","","LoadURL.spec.ts","",""
"","5156","562 - https://rhodes.shopdutyfree.com/el/","chromium","Fri Mar 14 18:29:14 IST 2025","passed","Fri Mar 14 18:29:19 IST 2025","","LoadURL.spec.ts","",""
"","6306","493 - https://fortaleza.shopdutyfree.com/pt/","chromium","Fri Mar 14 18:28:08 IST 2025","passed","Fri Mar 14 18:28:15 IST 2025","","LoadURL.spec.ts","",""
"","7186","469 - https://emporium.dufry.com/es/","chromium","Fri Mar 14 18:27:44 IST 2025","passed","Fri Mar 14 18:27:51 IST 2025","","LoadURL.spec.ts","",""
"","5809","459 - https://dover-port.worlddutyfree.com/en/","chromium","Fri Mar 14 18:27:33 IST 2025","passed","Fri Mar 14 18:27:39 IST 2025","","LoadURL.spec.ts","",""
"","6038","560 - https://praia.shopdutyfree.com/","chromium","Fri Mar 14 18:29:13 IST 2025","passed","Fri Mar 14 18:29:19 IST 2025","","LoadURL.spec.ts","",""
"","5151","513 - https://rio.shopdutyfree.com/pt/","chromium","Fri Mar 14 18:28:27 IST 2025","passed","Fri Mar 14 18:28:32 IST 2025","","LoadURL.spec.ts","",""
"","5029","453 - https://cairnryan-port.worlddutyfree.com/en/","chromium","Fri Mar 14 18:27:28 IST 2025","passed","Fri Mar 14 18:27:33 IST 2025","","LoadURL.spec.ts","",""
"","5044","383 - https://belfast.worlddutyfree.com/en/","chromium","Fri Mar 14 18:26:23 IST 2025","passed","Fri Mar 14 18:26:28 IST 2025","","LoadURL.spec.ts","",""
"","6236","622 - https://guadeloupe.shopdutyfree.com/fr/","chromium","Fri Mar 14 18:30:20 IST 2025","passed","Fri Mar 14 18:30:26 IST 2025","","LoadURL.spec.ts","",""
"","6434","142 - https://zvartnots.shopdutyfree.com/ru/","chromium","Fri Mar 14 18:21:36 IST 2025","passed","Fri Mar 14 18:21:43 IST 2025","","LoadURL.spec.ts","",""
"","5086","46 - https://tenerife.shopdutyfree.com/es/","chromium","Fri Mar 14 18:20:05 IST 2025","passed","Fri Mar 14 18:20:10 IST 2025","","LoadURL.spec.ts","",""
"","7543","305 - https://div5.shopdutyfree.com/","chromium","Fri Mar 14 18:24:57 IST 2025","passed","Fri Mar 14 18:25:05 IST 2025","","LoadURL.spec.ts","",""
"","6033","618 - https://martinique.shopdutyfree.com/fr/","chromium","Fri Mar 14 18:30:16 IST 2025","passed","Fri Mar 14 18:30:22 IST 2025","","LoadURL.spec.ts","",""
"","5086","417 - https://london-gatwick.worlddutyfree.com/en/","chromium","Fri Mar 14 18:26:55 IST 2025","passed","Fri Mar 14 18:27:00 IST 2025","","LoadURL.spec.ts","",""
"","6128","448 - https://liverpool-port.worlddutyfree.com/en/","chromium","Fri Mar 14 18:27:25 IST 2025","passed","Fri Mar 14 18:27:31 IST 2025","","LoadURL.spec.ts","",""
"","4951","77 - https://sales.redbydufry.com/br/","chromium","Fri Mar 14 18:20:33 IST 2025","passed","Fri Mar 14 18:20:38 IST 2025","","LoadURL.spec.ts","",""
"","6690","455 - https://cairnryan-port.worlddutyfree.com/en/","chromium","Fri Mar 14 18:27:31 IST 2025","passed","Fri Mar 14 18:27:37 IST 2025","","LoadURL.spec.ts","",""
"","6290","385 - https://bournemouth.worlddutyfree.com/en/","chromium","Fri Mar 14 18:26:23 IST 2025","passed","Fri Mar 14 18:26:30 IST 2025","","LoadURL.spec.ts","",""
"","6151","103 - https://helsinki.shopdutyfree.com/en/","chromium","Fri Mar 14 18:21:00 IST 2025","passed","Fri Mar 14 18:21:06 IST 2025","","LoadURL.spec.ts","",""
"","6157","80 - https://stockholm.shopdutyfree.com/en/","chromium","Fri Mar 14 18:20:37 IST 2025","passed","Fri Mar 14 18:20:44 IST 2025","","LoadURL.spec.ts","",""
"","5300","437 - https://southampton.worlddutyfree.com/en/","chromium","Fri Mar 14 18:27:15 IST 2025","passed","Fri Mar 14 18:27:20 IST 2025","","LoadURL.spec.ts","",""
"","4815","505 - https://campinas.shopdutyfree.com/pt/","chromium","Fri Mar 14 18:28:21 IST 2025","passed","Fri Mar 14 18:28:26 IST 2025","","LoadURL.spec.ts","",""
"","4789","203 - https://loscabos.shopdutyfree.com/en/","chromium","Fri Mar 14 18:22:45 IST 2025","passed","Fri Mar 14 18:22:49 IST 2025","","LoadURL.spec.ts","",""
"","6120","395 - https://birmingham.worlddutyfree.com/en/","chromium","Fri Mar 14 18:26:35 IST 2025","passed","Fri Mar 14 18:26:41 IST 2025","","LoadURL.spec.ts","",""
"","5048","152 - https://stpetersburg.shopdutyfree.com/ru/","chromium","Fri Mar 14 18:21:49 IST 2025","passed","Fri Mar 14 18:21:54 IST 2025","","LoadURL.spec.ts","",""
"","6260","193 - https://puntadeleste.shopdutyfree.com/es/","chromium","Fri Mar 14 18:22:35 IST 2025","passed","Fri Mar 14 18:22:41 IST 2025","","LoadURL.spec.ts","",""
"","6703","361 - https://chicago.shopdutyfree.com/en/","chromium","Fri Mar 14 18:25:59 IST 2025","passed","Fri Mar 14 18:26:06 IST 2025","","LoadURL.spec.ts","",""
"","6088","325 - https://raleigh-durham.shopdutyfree.com/en/","chromium","Fri Mar 14 18:25:22 IST 2025","passed","Fri Mar 14 18:25:28 IST 2025","","LoadURL.spec.ts","",""
"","6535","400 - https://exeter.worlddutyfree.com/en/","chromium","Fri Mar 14 18:26:41 IST 2025","passed","Fri Mar 14 18:26:47 IST 2025","","LoadURL.spec.ts","",""
"","10787","594 - https://kalamata.shopdutyfree.com/en/","chromium","Fri Mar 14 18:29:46 IST 2025","passed","Fri Mar 14 18:29:57 IST 2025","","LoadURL.spec.ts","",""
"","6490","166 - https://dusseldorf.shopdutyfree.com/en/","chromium","Fri Mar 14 18:22:04 IST 2025","passed","Fri Mar 14 18:22:11 IST 2025","","LoadURL.spec.ts","",""
"","5621","192 - https://montevideo.shopdutyfree.com/en/","chromium","Fri Mar 14 18:22:34 IST 2025","passed","Fri Mar 14 18:22:40 IST 2025","","LoadURL.spec.ts","",""
"","6206","582 - https://kos.shopdutyfree.com/el/","chromium","Fri Mar 14 18:29:34 IST 2025","passed","Fri Mar 14 18:29:40 IST 2025","","LoadURL.spec.ts","",""
"","4911","279 - https://santacruz.shopdutyfree.com/en/","chromium","Fri Mar 14 18:24:28 IST 2025","passed","Fri Mar 14 18:24:33 IST 2025","","LoadURL.spec.ts","",""
"","5379","49 - https://reus.shopdutyfree.com/en/","chromium","Fri Mar 14 18:20:08 IST 2025","passed","Fri Mar 14 18:20:14 IST 2025","","LoadURL.spec.ts","",""
"","5650","65 - https://asturias.shopdutyfree.com/en/","chromium","Fri Mar 14 18:20:21 IST 2025","passed","Fri Mar 14 18:20:27 IST 2025","","LoadURL.spec.ts","",""
"","4747","197 - https://cancun.shopdutyfree.com/en/","chromium","Fri Mar 14 18:22:40 IST 2025","passed","Fri Mar 14 18:22:45 IST 2025","","LoadURL.spec.ts","",""
"","4843","257 - https://sanjuan.shopdutyfree.com/en/","chromium","Fri Mar 14 18:24:04 IST 2025","passed","Fri Mar 14 18:24:09 IST 2025","","LoadURL.spec.ts","",""
"","6333","36 - https://laspalmas.shopdutyfree.com/es/","chromium","Fri Mar 14 18:19:53 IST 2025","passed","Fri Mar 14 18:19:59 IST 2025","","LoadURL.spec.ts","",""
"","5985","463 - https://dover-port.worlddutyfree.com/en/","chromium","Fri Mar 14 18:27:38 IST 2025","passed","Fri Mar 14 18:27:44 IST 2025","","LoadURL.spec.ts","",""
"","5169","419 - https://london-heathrow.worlddutyfree.com/en/","chromium","Fri Mar 14 18:26:59 IST 2025","passed","Fri Mar 14 18:27:05 IST 2025","","LoadURL.spec.ts","",""
"","6343","482 - https://uruguaiana.shopdutyfree.com/pt/","chromium","Fri Mar 14 18:27:56 IST 2025","passed","Fri Mar 14 18:28:02 IST 2025","","LoadURL.spec.ts","",""
"","5025","208 - https://monterrey.shopdutyfree.com/es/","chromium","Fri Mar 14 18:22:48 IST 2025","passed","Fri Mar 14 18:22:53 IST 2025","","LoadURL.spec.ts","",""
"","5692","454 - https://cairnryan-port.worlddutyfree.com/en/","chromium","Fri Mar 14 18:27:31 IST 2025","passed","Fri Mar 14 18:27:36 IST 2025","","LoadURL.spec.ts","",""
"","4325","52 - https://reus.shopdutyfree.com/es/","chromium","Fri Mar 14 18:20:10 IST 2025","passed","Fri Mar 14 18:20:14 IST 2025","","LoadURL.spec.ts","",""
"","4893","71 - https://madrid.shopdutyfree.com/","chromium","Fri Mar 14 18:20:27 IST 2025","passed","Fri Mar 14 18:20:32 IST 2025","","LoadURL.spec.ts","",""
"","5456","428 - https://manchester.worlddutyfree.com/en/","chromium","Fri Mar 14 18:27:06 IST 2025","passed","Fri Mar 14 18:27:12 IST 2025","","LoadURL.spec.ts","",""
"","6153","100 - https://basel.shopdutyfree.com/de/","chromium","Fri Mar 14 18:20:55 IST 2025","passed","Fri Mar 14 18:21:01 IST 2025","","LoadURL.spec.ts","",""
"","6316","349 - https://toronto.shopdutyfree.com/en/","chromium","Fri Mar 14 18:25:46 IST 2025","passed","Fri Mar 14 18:25:52 IST 2025","","LoadURL.spec.ts","",""
"","12099","2 - https://www.shopdutyfree.com/en/","chromium","Fri Mar 14 18:19:13 IST 2025","passed","Fri Mar 14 18:19:26 IST 2025","","LoadURL.spec.ts","",""
"","5217","512 - https://recife.shopdutyfree.com/en/","chromium","Fri Mar 14 18:28:27 IST 2025","passed","Fri Mar 14 18:28:32 IST 2025","","LoadURL.spec.ts","",""
"","12925","240 - https://lima.shopdutyfree.com/es/","chromium","Fri Mar 14 18:23:31 IST 2025","failed","Fri Mar 14 18:23:44 IST 2025","","LoadURL.spec.ts","",""
"","5769","81 - https://goteborg.shopdutyfree.com/en/","chromium","Fri Mar 14 18:20:37 IST 2025","passed","Fri Mar 14 18:20:43 IST 2025","","LoadURL.spec.ts","",""
"","5896","167 - https://dusseldorf.shopdutyfree.com/de/","chromium","Fri Mar 14 18:22:10 IST 2025","passed","Fri Mar 14 18:22:15 IST 2025","","LoadURL.spec.ts","",""
"","6113","497 - https://natal.shopdutyfree.com/pt/","chromium","Fri Mar 14 18:28:14 IST 2025","passed","Fri Mar 14 18:28:20 IST 2025","","LoadURL.spec.ts","",""
"","5224","94 - https://malmo.shopdutyfree.com/en/","chromium","Fri Mar 14 18:20:49 IST 2025","passed","Fri Mar 14 18:20:54 IST 2025","","LoadURL.spec.ts","",""
"","5775","330 - https://sanjose.shopdutyfree.com/en/","chromium","Fri Mar 14 18:25:28 IST 2025","passed","Fri Mar 14 18:25:34 IST 2025","","LoadURL.spec.ts","",""
"","5913","392 - https://eastmidlands.worlddutyfree.com/en/","chromium","Fri Mar 14 18:26:30 IST 2025","passed","Fri Mar 14 18:26:36 IST 2025","","LoadURL.spec.ts","",""
"","6527","608 - https://milanlinate.shopdutyfree.com/en/","chromium","Fri Mar 14 18:30:03 IST 2025","passed","Fri Mar 14 18:30:10 IST 2025","","LoadURL.spec.ts","",""
"","5195","233 - https://mexicocity.shopdutyfree.com/en/","chromium","Fri Mar 14 18:23:12 IST 2025","passed","Fri Mar 14 18:23:17 IST 2025","","LoadURL.spec.ts","",""
"","6232","569 - https://samos.shopdutyfree.com/en/","chromium","Fri Mar 14 18:29:20 IST 2025","passed","Fri Mar 14 18:29:27 IST 2025","","LoadURL.spec.ts","",""
"","6443","494 - https://fortaleza.shopdutyfree.com/en/","chromium","Fri Mar 14 18:28:09 IST 2025","passed","Fri Mar 14 18:28:15 IST 2025","","LoadURL.spec.ts","",""
"","5723","406 - https://humberside.worlddutyfree.com/en/","chromium","Fri Mar 14 18:26:47 IST 2025","passed","Fri Mar 14 18:26:53 IST 2025","","LoadURL.spec.ts","",""
"","5120","339 - https://calgary.shopdutyfree.com/fr/","chromium","Fri Mar 14 18:25:38 IST 2025","passed","Fri Mar 14 18:25:43 IST 2025","","LoadURL.spec.ts","",""
"","5495","174 - https://cancun.shopdutyfree.com/es/","chromium","Fri Mar 14 18:22:17 IST 2025","passed","Fri Mar 14 18:22:23 IST 2025","","LoadURL.spec.ts","",""
"","5032","118 - https://stockholm.shopdutyfree.com/sv/","chromium","Fri Mar 14 18:21:13 IST 2025","passed","Fri Mar 14 18:21:18 IST 2025","","LoadURL.spec.ts","",""
"","5444","566 - https://thessaloniki.shopdutyfree.com/el/","chromium","Fri Mar 14 18:29:19 IST 2025","passed","Fri Mar 14 18:29:25 IST 2025","","LoadURL.spec.ts","",""
"","5379","61 - https://sevilla.shopdutyfree.com/en/","chromium","Fri Mar 14 18:20:20 IST 2025","passed","Fri Mar 14 18:20:26 IST 2025","","LoadURL.spec.ts","",""
"","6195","470 - https://emporium.dufry.com/pt/","chromium","Fri Mar 14 18:27:44 IST 2025","passed","Fri Mar 14 18:27:51 IST 2025","","LoadURL.spec.ts","",""
"","5394","223 - https://mendoza.shopdutyfree.com/es/","chromium","Fri Mar 14 18:23:02 IST 2025","passed","Fri Mar 14 18:23:08 IST 2025","","LoadURL.spec.ts","",""
"","7553","528 - https://toulouse.shopdutyfree.com/fr/","chromium","Fri Mar 14 18:28:40 IST 2025","passed","Fri Mar 14 18:28:48 IST 2025","","LoadURL.spec.ts","",""
"","7160","165 - https://dusseldorf.shopdutyfree.com/de/","chromium","Fri Mar 14 18:22:04 IST 2025","passed","Fri Mar 14 18:22:11 IST 2025","","LoadURL.spec.ts","",""
"","4623","291 - https://managua.shopdutyfree.com/en/","chromium","Fri Mar 14 18:24:39 IST 2025","failed","Fri Mar 14 18:24:44 IST 2025","","LoadURL.spec.ts","",""
"","5657","42 - https://mallorca.shopdutyfree.com/es/","chromium","Fri Mar 14 18:19:59 IST 2025","passed","Fri Mar 14 18:20:05 IST 2025","","LoadURL.spec.ts","",""
"","6014","598 - https://athens.shopdutyfree.com/el/","chromium","Fri Mar 14 18:29:51 IST 2025","passed","Fri Mar 14 18:29:57 IST 2025","","LoadURL.spec.ts","",""
"","6324","606 - https://milan.shopdutyfree.com/it/","chromium","Fri Mar 14 18:30:02 IST 2025","passed","Fri Mar 14 18:30:09 IST 2025","","LoadURL.spec.ts","",""
"","4870","335 - https://tampa.shopdutyfree.com/en/","chromium","Fri Mar 14 18:25:33 IST 2025","passed","Fri Mar 14 18:25:38 IST 2025","","LoadURL.spec.ts","",""
"","5026","262 - https://laromana.shopdutyfree.com/en/","chromium","Fri Mar 14 18:24:10 IST 2025","passed","Fri Mar 14 18:24:15 IST 2025","","LoadURL.spec.ts","",""
